v1,v2,Color,Width,Style,Opacity,Visibility,Label,Label Text Color,Label Font Size,Reciprocated?,id,Dynamic Filter,Add Your Own Columns Here,Relationship,Relationship Date (UTC),tweet,URLs in Tweet,Domains in Tweet,hashtags,tweet_date,Twitter Page for Tweet,Latitude,Longitude,Imported ID,In-Reply-To Tweet ID,pos_count,pos_per,neg_count,neg_per,Sentiment List #3: (Add your own word list) Word Count,Sentiment List #3: (Add your own word list) Word Percentage (%),noncat_count,noncat_per,edgecontent_count
ananth_krishan,machiavelliagh9,,,,,,,,,,175,,,Mentions,27-04-2021 15:38,RT @Machiavelliagh9: ഈ ചിത്രത്തിന് ഇന്ന് ഏറെ പ്രസക്തി ഉണ്ട്. #keralaelections2021 @Bjp4Alappuzha @BJP4Keralam https://t.co/UgM0A5Bmzx,,,keralaelections2021,27-04-2021 15:38,https://twitter.com/#!/ananth_krishan/status/1387068564432117766,,,1387068564432117766,,0,0.000,0,0.000,0,0.000,19,100.000,19
bajrang69116755,bjp4keralam,,,,,,,,,,176,,,Mentions,27-04-2021 15:39,RT @Machiavelliagh9: ഈ ചിത്രത്തിന് ഇന്ന് ഏറെ പ്രസക്തി ഉണ്ട്. #keralaelections2021 @Bjp4Alappuzha @BJP4Keralam https://t.co/UgM0A5Bmzx,,,keralaelections2021,27-04-2021 15:39,https://twitter.com/#!/bajrang69116755/status/1387068848369668098,,,1387068848369668098,,,,,,,,,,
bajrang69116755,bjp4alappuzha,,,,,,,,,,177,,,Mentions,27-04-2021 15:39,RT @Machiavelliagh9: ഈ ചിത്രത്തിന് ഇന്ന് ഏറെ പ്രസക്തി ഉണ്ട്. #keralaelections2021 @Bjp4Alappuzha @BJP4Keralam https://t.co/UgM0A5Bmzx,,,keralaelections2021,27-04-2021 15:39,https://twitter.com/#!/bajrang69116755/status/1387068848369668098,,,1387068848369668098,,,,,,,,,,
bajrang69116755,machiavelliagh9,,,,,,,,,,178,,,Mentions,27-04-2021 15:39,RT @Machiavelliagh9: ഈ ചിത്രത്തിന് ഇന്ന് ഏറെ പ്രസക്തി ഉണ്ട്. #keralaelections2021 @Bjp4Alappuzha @BJP4Keralam https://t.co/UgM0A5Bmzx,,,keralaelections2021,27-04-2021 15:39,https://twitter.com/#!/bajrang69116755/status/1387068848369668098,,,1387068848369668098,,0,0.000,0,0.000,0,0.000,19,100.000,19
dragracer01,bjp4keralam,,,,,,,,,,179,,,Mentions,27-04-2021 16:06,RT @Machiavelliagh9: ഈ ചിത്രത്തിന് ഇന്ന് ഏറെ പ്രസക്തി ഉണ്ട്. #keralaelections2021 @Bjp4Alappuzha @BJP4Keralam https://t.co/UgM0A5Bmzx,,,keralaelections2021,27-04-2021 16:06,https://twitter.com/#!/dragracer01/status/1387075678906896394,,,1387075678906896394,,,,,,,,,,
dragracer01,bjp4alappuzha,,,,,,,,,,180,,,Mentions,27-04-2021 16:06,RT @Machiavelliagh9: ഈ ചിത്രത്തിന് ഇന്ന് ഏറെ പ്രസക്തി ഉണ്ട്. #keralaelections2021 @Bjp4Alappuzha @BJP4Keralam https://t.co/UgM0A5Bmzx,,,keralaelections2021,27-04-2021 16:06,https://twitter.com/#!/dragracer01/status/1387075678906896394,,,1387075678906896394,,,,,,,,,,
dragracer01,machiavelliagh9,,,,,,,,,,181,,,Mentions,27-04-2021 16:06,RT @Machiavelliagh9: ഈ ചിത്രത്തിന് ഇന്ന് ഏറെ പ്രസക്തി ഉണ്ട്. #keralaelections2021 @Bjp4Alappuzha @BJP4Keralam https://t.co/UgM0A5Bmzx,,,keralaelections2021,27-04-2021 16:06,https://twitter.com/#!/dragracer01/status/1387075678906896394,,,1387075678906896394,,0,0.000,0,0.000,0,0.000,19,100.000,19
alsudu,bjp4keralam,,,,,,,,,,182,,,Mentions,27-04-2021 16:36,RT @Machiavelliagh9: ഈ ചിത്രത്തിന് ഇന്ന് ഏറെ പ്രസക്തി ഉണ്ട്. #keralaelections2021 @Bjp4Alappuzha @BJP4Keralam https://t.co/UgM0A5Bmzx,,,keralaelections2021,27-04-2021 16:36,https://twitter.com/#!/alsudu/status/1387083175839547401,,,1387083175839547401,,,,,,,,,,
alsudu,bjp4alappuzha,,,,,,,,,,183,,,Mentions,27-04-2021 16:36,RT @Machiavelliagh9: ഈ ചിത്രത്തിന് ഇന്ന് ഏറെ പ്രസക്തി ഉണ്ട്. #keralaelections2021 @Bjp4Alappuzha @BJP4Keralam https://t.co/UgM0A5Bmzx,,,keralaelections2021,27-04-2021 16:36,https://twitter.com/#!/alsudu/status/1387083175839547401,,,1387083175839547401,,,,,,,,,,
alsudu,machiavelliagh9,,,,,,,,,,184,,,Mentions,27-04-2021 16:36,RT @Machiavelliagh9: ഈ ചിത്രത്തിന് ഇന്ന് ഏറെ പ്രസക്തി ഉണ്ട്. #keralaelections2021 @Bjp4Alappuzha @BJP4Keralam https://t.co/UgM0A5Bmzx,,,keralaelections2021,27-04-2021 16:36,https://twitter.com/#!/alsudu/status/1387083175839547401,,,1387083175839547401,,0,0.000,0,0.000,0,0.000,19,100.000,19
orugallubidda,_dinakar_,,,,,,,,,,185,,,Replies to,27-04-2021 17:00,"@_dinakar_ I agree.
I wish you lot showed the same level of concern when Modi ji was touring for… https://t.co/FHDKqQpVgh",https://twitter.com/i/web/status/1387089209178083335,twitter.com,,27-04-2021 17:00,https://twitter.com/#!/orugallubidda/status/1387089209178083335,,,1387089209178083335,1387047014135787530,0,0.000,1,5.263,0,0.000,18,94.737,19
kmar077,bjp4keralam,,,,,,,,,,186,,,Mentions,27-04-2021 19:18,RT @Machiavelliagh9: ഈ ചിത്രത്തിന് ഇന്ന് ഏറെ പ്രസക്തി ഉണ്ട്. #keralaelections2021 @Bjp4Alappuzha @BJP4Keralam https://t.co/UgM0A5Bmzx,,,keralaelections2021,27-04-2021 19:18,https://twitter.com/#!/kmar077/status/1387124043749408768,,,1387124043749408768,,,,,,,,,,
kmar077,bjp4alappuzha,,,,,,,,,,187,,,Mentions,27-04-2021 19:18,RT @Machiavelliagh9: ഈ ചിത്രത്തിന് ഇന്ന് ഏറെ പ്രസക്തി ഉണ്ട്. #keralaelections2021 @Bjp4Alappuzha @BJP4Keralam https://t.co/UgM0A5Bmzx,,,keralaelections2021,27-04-2021 19:18,https://twitter.com/#!/kmar077/status/1387124043749408768,,,1387124043749408768,,,,,,,,,,
kmar077,machiavelliagh9,,,,,,,,,,188,,,Mentions,27-04-2021 19:18,RT @Machiavelliagh9: ഈ ചിത്രത്തിന് ഇന്ന് ഏറെ പ്രസക്തി ഉണ്ട്. #keralaelections2021 @Bjp4Alappuzha @BJP4Keralam https://t.co/UgM0A5Bmzx,,,keralaelections2021,27-04-2021 19:18,https://twitter.com/#!/kmar077/status/1387124043749408768,,,1387124043749408768,,0,0.000,0,0.000,0,0.000,19,100.000,19
arunofficial11,pendown,,,,,,,,,,189,,,Mentions,28-04-2021 03:58,"RT @pendown: Ok, here it goes. My prediction of Kerala elections: UDF - 75, LDF - 62, BJP - 2, T20 - 1. #keralaelections2021",,,keralaelections2021,28-04-2021 03:58,https://twitter.com/#!/arunofficial11/status/1387254867631087617,,,1387254867631087617,,0,0.000,0,0.000,0,0.000,20,100.000,20
naijilnj,pendown,,,,,,,,,,190,,,Mentions,28-04-2021 04:03,"RT @pendown: Ok, here it goes. My prediction of Kerala elections: UDF - 75, LDF - 62, BJP - 2, T20 - 1. #keralaelections2021",,,keralaelections2021,28-04-2021 04:03,https://twitter.com/#!/naijilnj/status/1387256019361796098,,,1387256019361796098,,0,0.000,0,0.000,0,0.000,20,100.000,20
liberal_india1,pendown,,,,,,,,,,191,,,Mentions,28-04-2021 04:03,"RT @pendown: Ok, here it goes. My prediction of Kerala elections: UDF - 75, LDF - 62, BJP - 2, T20 - 1. #keralaelections2021",,,keralaelections2021,28-04-2021 04:03,https://twitter.com/#!/liberal_india1/status/1387256024915058688,,,1387256024915058688,,0,0.000,0,0.000,0,0.000,20,100.000,20
sureshabraham5,pendown,,,,,,,,,,192,,,Mentions,28-04-2021 04:03,"RT @pendown: Ok, here it goes. My prediction of Kerala elections: UDF - 75, LDF - 62, BJP - 2, T20 - 1. #keralaelections2021",,,keralaelections2021,28-04-2021 04:03,https://twitter.com/#!/sureshabraham5/status/1387256062915588097,,,1387256062915588097,,0,0.000,0,0.000,0,0.000,20,100.000,20
taleabhishek95,pendown,,,,,,,,,,193,,,Mentions,28-04-2021 04:06,"RT @pendown: Ok, here it goes. My prediction of Kerala elections: UDF - 75, LDF - 62, BJP - 2, T20 - 1. #keralaelections2021",,,keralaelections2021,28-04-2021 04:06,https://twitter.com/#!/taleabhishek95/status/1387256882125971458,,,1387256882125971458,,0,0.000,0,0.000,0,0.000,20,100.000,20
jasooskutty,pendown,,,,,,,,,,194,,,Mentions,28-04-2021 04:07,"RT @pendown: If Kerala elections were held now, LDF would have swept to power with 100 plus seats. Both UDF and BJP are lucky in that way!…",,,,28-04-2021 04:07,https://twitter.com/#!/jasooskutty/status/1387257189975298048,,,1387257189975298048,,1,3.704,0,0.000,0,0.000,26,96.296,27
mymagicview,pendown,,,,,,,,,,195,,,Mentions,28-04-2021 04:07,"RT @pendown: Ok, here it goes. My prediction of Kerala elections: UDF - 75, LDF - 62, BJP - 2, T20 - 1. #keralaelections2021",,,keralaelections2021,28-04-2021 04:07,https://twitter.com/#!/mymagicview/status/1387257212586938368,,,1387257212586938368,,0,0.000,0,0.000,0,0.000,20,100.000,20
nonameman999,bjp4keralam,,,,,,,,,,196,,,Mentions,28-04-2021 04:07,RT @Machiavelliagh9: ഈ ചിത്രത്തിന് ഇന്ന് ഏറെ പ്രസക്തി ഉണ്ട്. #keralaelections2021 @Bjp4Alappuzha @BJP4Keralam https://t.co/UgM0A5Bmzx,,,keralaelections2021,28-04-2021 04:07,https://twitter.com/#!/nonameman999/status/1387257257121902593,,,1387257257121902593,,,,,,,,,,
nonameman999,bjp4alappuzha,,,,,,,,,,197,,,Mentions,28-04-2021 04:07,RT @Machiavelliagh9: ഈ ചിത്രത്തിന് ഇന്ന് ഏറെ പ്രസക്തി ഉണ്ട്. #keralaelections2021 @Bjp4Alappuzha @BJP4Keralam https://t.co/UgM0A5Bmzx,,,keralaelections2021,28-04-2021 04:07,https://twitter.com/#!/nonameman999/status/1387257257121902593,,,1387257257121902593,,,,,,,,,,
nonameman999,machiavelliagh9,,,,,,,,,,198,,,Mentions,28-04-2021 04:07,RT @Machiavelliagh9: ഈ ചിത്രത്തിന് ഇന്ന് ഏറെ പ്രസക്തി ഉണ്ട്. #keralaelections2021 @Bjp4Alappuzha @BJP4Keralam https://t.co/UgM0A5Bmzx,,,keralaelections2021,28-04-2021 04:07,https://twitter.com/#!/nonameman999/status/1387257257121902593,,,1387257257121902593,,0,0.000,0,0.000,0,0.000,19,100.000,19
rohan91586578,pendown,,,,,,,,,,199,,,Mentions,28-04-2021 04:08,"RT @pendown: Ok, here it goes. My prediction of Kerala elections: UDF - 75, LDF - 62, BJP - 2, T20 - 1. #keralaelections2021",,,keralaelections2021,28-04-2021 04:08,https://twitter.com/#!/rohan91586578/status/1387257504808116224,,,1387257504808116224,,0,0.000,0,0.000,0,0.000,20,100.000,20
swapnil35550095,pendown,,,,,,,,,,200,,,Mentions,28-04-2021 04:15,"RT @pendown: Ok, here it goes. My prediction of Kerala elections: UDF - 75, LDF - 62, BJP - 2, T20 - 1. #keralaelections2021",,,keralaelections2021,28-04-2021 04:15,https://twitter.com/#!/swapnil35550095/status/1387259068604063750,,,1387259068604063750,,0,0.000,0,0.000,0,0.000,20,100.000,20
akshaykandi7777,pendown,,,,,,,,,,201,,,Mentions,28-04-2021 04:18,"RT @pendown: Ok, here it goes. My prediction of Kerala elections: UDF - 75, LDF - 62, BJP - 2, T20 - 1. #keralaelections2021",,,keralaelections2021,28-04-2021 04:18,https://twitter.com/#!/akshaykandi7777/status/1387259942290132992,,,1387259942290132992,,0,0.000,0,0.000,0,0.000,20,100.000,20
johnsonanto7fjv,pendown,,,,,,,,,,202,,,Mentions,28-04-2021 04:18,"RT @pendown: Ok, here it goes. My prediction of Kerala elections: UDF - 75, LDF - 62, BJP - 2, T20 - 1. #keralaelections2021",,,keralaelections2021,28-04-2021 04:18,https://twitter.com/#!/johnsonanto7fjv/status/1387260029053542407,,,1387260029053542407,,0,0.000,0,0.000,0,0.000,20,100.000,20
bjpsave,pendown,,,,,,,,,,203,,,Mentions,28-04-2021 04:20,"RT @pendown: Ok, here it goes. My prediction of Kerala elections: UDF - 75, LDF - 62, BJP - 2, T20 - 1. #keralaelections2021",,,keralaelections2021,28-04-2021 04:20,https://twitter.com/#!/bjpsave/status/1387260453923921921,,,1387260453923921921,,0,0.000,0,0.000,0,0.000,20,100.000,20
harishjoshi1947,pendown,,,,,,,,,,204,,,Mentions,28-04-2021 04:21,"RT @pendown: Ok, here it goes. My prediction of Kerala elections: UDF - 75, LDF - 62, BJP - 2, T20 - 1. #keralaelections2021",,,keralaelections2021,28-04-2021 04:21,https://twitter.com/#!/harishjoshi1947/status/1387260555778396160,,,1387260555778396160,,0,0.000,0,0.000,0,0.000,20,100.000,20
sanjeevmodi234,pendown,,,,,,,,,,205,,,Mentions,28-04-2021 04:22,"RT @pendown: Ok, here it goes. My prediction of Kerala elections: UDF - 75, LDF - 62, BJP - 2, T20 - 1. #keralaelections2021",,,keralaelections2021,28-04-2021 04:22,https://twitter.com/#!/sanjeevmodi234/status/1387260996239036418,,,1387260996239036418,,0,0.000,0,0.000,0,0.000,20,100.000,20
neha_s14,pendown,,,,,,,,,,206,,,Mentions,28-04-2021 04:23,"RT @pendown: Ok, here it goes. My prediction of Kerala elections: UDF - 75, LDF - 62, BJP - 2, T20 - 1. #keralaelections2021",,,keralaelections2021,28-04-2021 04:23,https://twitter.com/#!/neha_s14/status/1387261053520662529,,,1387261053520662529,,0,0.000,0,0.000,0,0.000,20,100.000,20
smadygo,pendown,,,,,,,,,,207,,,Mentions,28-04-2021 04:33,"RT @pendown: Ok, here it goes. My prediction of Kerala elections: UDF - 75, LDF - 62, BJP - 2, T20 - 1. #keralaelections2021",,,keralaelections2021,28-04-2021 04:33,https://twitter.com/#!/smadygo/status/1387263790069129218,,,1387263790069129218,,0,0.000,0,0.000,0,0.000,20,100.000,20
bizzaresayingz,pendown,,,,,,,,,,208,,,Mentions,28-04-2021 04:35,"RT @pendown: If Kerala elections were held now, LDF would have swept to power with 100 plus seats. Both UDF and BJP are lucky in that way!…",,,,28-04-2021 04:35,https://twitter.com/#!/bizzaresayingz/status/1387264192432939008,,,1387264192432939008,,1,3.704,0,0.000,0,0.000,26,96.296,27
egofully,pendown,,,,,,,,,,209,,,Mentions,28-04-2021 04:42,"RT @pendown: Ok, here it goes. My prediction of Kerala elections: UDF - 75, LDF - 62, BJP - 2, T20 - 1. #keralaelections2021",,,keralaelections2021,28-04-2021 04:42,https://twitter.com/#!/egofully/status/1387266008415543298,,,1387266008415543298,,0,0.000,0,0.000,0,0.000,20,100.000,20
shendagerahul12,pendown,,,,,,,,,,210,,,Mentions,28-04-2021 04:02,"RT @pendown: Ok, here it goes. My prediction of Kerala elections: UDF - 75, LDF - 62, BJP - 2, T20 - 1. #keralaelections2021",,,keralaelections2021,28-04-2021 04:02,https://twitter.com/#!/shendagerahul12/status/1387255861341409290,,,1387255861341409290,,0,0.000,0,0.000,0,0.000,20,100.000,20
shendagerahul12,tinucherian,,,,,,,,,,211,,,Mentions,28-04-2021 04:46,RT @tinucherian: This is what I think will be outcome of #keralaelections2021 BJP to get 2- (max) 5 seats. Congress led UDF and Left led LD…,,,keralaelections2021,28-04-2021 04:46,https://twitter.com/#!/shendagerahul12/status/1387266988070735873,,,1387266988070735873,,2,7.692,0,0.000,0,0.000,24,92.308,26
autumnshade,pendown,,,,,,,,,,212,,,Mentions,28-04-2021 04:57,"RT @pendown: Ok, here it goes. My prediction of Kerala elections: UDF - 75, LDF - 62, BJP - 2, T20 - 1. #keralaelections2021",,,keralaelections2021,28-04-2021 04:57,https://twitter.com/#!/autumnshade/status/1387269738015838213,,,1387269738015838213,,0,0.000,0,0.000,0,0.000,20,100.000,20
arshad_217,pendown,,,,,,,,,,213,,,Mentions,28-04-2021 05:14,"RT @pendown: Ok, here it goes. My prediction of Kerala elections: UDF - 75, LDF - 62, BJP - 2, T20 - 1. #keralaelections2021",,,keralaelections2021,28-04-2021 05:14,https://twitter.com/#!/arshad_217/status/1387274057507217410,,,1387274057507217410,,0,0.000,0,0.000,0,0.000,20,100.000,20
boi_rani,pendown,,,,,,,,,,214,,,Mentions,28-04-2021 05:21,"RT @pendown: Ok, here it goes. My prediction of Kerala elections: UDF - 75, LDF - 62, BJP - 2, T20 - 1. #keralaelections2021",,,keralaelections2021,28-04-2021 05:21,https://twitter.com/#!/boi_rani/status/1387275666286997504,,,1387275666286997504,,0,0.000,0,0.000,0,0.000,20,100.000,20
akforyou10,pendown,,,,,,,,,,215,,,Mentions,28-04-2021 05:28,"RT @pendown: Ok, here it goes. My prediction of Kerala elections: UDF - 75, LDF - 62, BJP - 2, T20 - 1. #keralaelections2021",,,keralaelections2021,28-04-2021 05:28,https://twitter.com/#!/akforyou10/status/1387277440498601987,,,1387277440498601987,,0,0.000,0,0.000,0,0.000,20,100.000,20
arvindkaul9,ene,,,,,,,,,,216,,,Mentions,28-04-2021 05:56,"RT @eNewsBharati: BJP welcomes ECI's decision to 'no victory procession' on May 2; to celebrate virtually

https://t.co/T912kesEAk via @eNe…",https://www.newsbharati.com/Encyc/2021/4/28/BJP-elections.html,newsbharati.com,,28-04-2021 05:56,https://twitter.com/#!/arvindkaul9/status/1387284539383422979,,,1387284539383422979,,,,,,,,,,
enewsbharati,enewsbharati,,,,,,,,,,217,,,Tweet,28-04-2021 05:55,"BJP welcomes ECI's decision to 'no victory procession' on May 2; to celebrate virtually

https://t.co/T912kesEAk vi… https://t.co/kYzV8bCNs9",https://www.newsbharati.com/Encyc/2021/4/28/BJP-elections.html https://twitter.com/i/web/status/1387284343178108929,newsbharati.com twitter.com,,28-04-2021 05:55,https://twitter.com/#!/enewsbharati/status/1387284343178108929,,,1387284343178108929,,2,13.333,0,0.000,0,0.000,13,86.667,15
arvindkaul9,enewsbharati,,,,,,,,,,218,,,Mentions,28-04-2021 05:56,"RT @eNewsBharati: BJP welcomes ECI's decision to 'no victory procession' on May 2; to celebrate virtually

https://t.co/T912kesEAk via @eNe…",https://www.newsbharati.com/Encyc/2021/4/28/BJP-elections.html,newsbharati.com,,28-04-2021 05:56,https://twitter.com/#!/arvindkaul9/status/1387284539383422979,,,1387284539383422979,,2,11.111,0,0.000,0,0.000,16,88.889,18
arunkrishnaa7,pendown,,,,,,,,,,219,,,Mentions,28-04-2021 06:02,"RT @pendown: Ok, here it goes. My prediction of Kerala elections: UDF - 75, LDF - 62, BJP - 2, T20 - 1. #keralaelections2021",,,keralaelections2021,28-04-2021 06:02,https://twitter.com/#!/arunkrishnaa7/status/1387286000800395264,,,1387286000800395264,,0,0.000,0,0.000,0,0.000,20,100.000,20
heartxfelt,pendown,,,,,,,,,,220,,,Mentions,28-04-2021 06:08,"RT @pendown: Ok, here it goes. My prediction of Kerala elections: UDF - 75, LDF - 62, BJP - 2, T20 - 1. #keralaelections2021",,,keralaelections2021,28-04-2021 06:08,https://twitter.com/#!/heartxfelt/status/1387287710814019587,,,1387287710814019587,,0,0.000,0,0.000,0,0.000,20,100.000,20
rajusvin,pendown,,,,,,,,,,221,,,Mentions,28-04-2021 06:11,"RT @pendown: Ok, here it goes. My prediction of Kerala elections: UDF - 75, LDF - 62, BJP - 2, T20 - 1. #keralaelections2021",,,keralaelections2021,28-04-2021 06:11,https://twitter.com/#!/rajusvin/status/1387288269746962433,,,1387288269746962433,,0,0.000,0,0.000,0,0.000,20,100.000,20
immazharkhan,pendown,,,,,,,,,,222,,,Mentions,28-04-2021 06:26,"RT @pendown: Ok, here it goes. My prediction of Kerala elections: UDF - 75, LDF - 62, BJP - 2, T20 - 1. #keralaelections2021",,,keralaelections2021,28-04-2021 06:26,https://twitter.com/#!/immazharkhan/status/1387292234228273153,,,1387292234228273153,,0,0.000,0,0.000,0,0.000,20,100.000,20
singhtivendra,pendown,,,,,,,,,,223,,,Mentions,28-04-2021 06:46,"RT @pendown: Ok, here it goes. My prediction of Kerala elections: UDF - 75, LDF - 62, BJP - 2, T20 - 1. #keralaelections2021",,,keralaelections2021,28-04-2021 06:46,https://twitter.com/#!/singhtivendra/status/1387297200779141123,,,1387297200779141123,,0,0.000,0,0.000,0,0.000,20,100.000,20
swarajinc,pendown,,,,,,,,,,224,,,Mentions,28-04-2021 06:47,"RT @pendown: Ok, here it goes. My prediction of Kerala elections: UDF - 75, LDF - 62, BJP - 2, T20 - 1. #keralaelections2021",,,keralaelections2021,28-04-2021 06:47,https://twitter.com/#!/swarajinc/status/1387297506963312645,,,1387297506963312645,,0,0.000,0,0.000,0,0.000,20,100.000,20
rahulkrishnanm1,pendown,,,,,,,,,,225,,,Mentions,28-04-2021 06:47,"RT @pendown: Ok, here it goes. My prediction of Kerala elections: UDF - 75, LDF - 62, BJP - 2, T20 - 1. #keralaelections2021",,,keralaelections2021,28-04-2021 06:47,https://twitter.com/#!/rahulkrishnanm1/status/1387297516794769409,,,1387297516794769409,,0,0.000,0,0.000,0,0.000,20,100.000,20
shoyab10,pendown,,,,,,,,,,226,,,Mentions,28-04-2021 06:48,"RT @pendown: Ok, here it goes. My prediction of Kerala elections: UDF - 75, LDF - 62, BJP - 2, T20 - 1. #keralaelections2021",,,keralaelections2021,28-04-2021 06:48,https://twitter.com/#!/shoyab10/status/1387297660768428033,,,1387297660768428033,,0,0.000,0,0.000,0,0.000,20,100.000,20
gsk13704522,pendown,,,,,,,,,,227,,,Mentions,28-04-2021 06:52,"RT @pendown: Ok, here it goes. My prediction of Kerala elections: UDF - 75, LDF - 62, BJP - 2, T20 - 1. #keralaelections2021",,,keralaelections2021,28-04-2021 06:52,https://twitter.com/#!/gsk13704522/status/1387298632601272323,,,1387298632601272323,,0,0.000,0,0.000,0,0.000,20,100.000,20
chandra030564,pendown,,,,,,,,,,228,,,Mentions,28-04-2021 06:57,"RT @pendown: Ok, here it goes. My prediction of Kerala elections: UDF - 75, LDF - 62, BJP - 2, T20 - 1. #keralaelections2021",,,keralaelections2021,28-04-2021 06:57,https://twitter.com/#!/chandra030564/status/1387299974698835972,,,1387299974698835972,,0,0.000,0,0.000,0,0.000,20,100.000,20
rajeevramakri14,pendown,,,,,,,,,,229,,,Mentions,28-04-2021 06:58,"RT @pendown: Ok, here it goes. My prediction of Kerala elections: UDF - 75, LDF - 62, BJP - 2, T20 - 1. #keralaelections2021",,,keralaelections2021,28-04-2021 06:58,https://twitter.com/#!/rajeevramakri14/status/1387300214344617985,,,1387300214344617985,,0,0.000,0,0.000,0,0.000,20,100.000,20
rkmarar9,pendown,,,,,,,,,,230,,,Mentions,28-04-2021 07:09,"RT @pendown: Ok, here it goes. My prediction of Kerala elections: UDF - 75, LDF - 62, BJP - 2, T20 - 1. #keralaelections2021",,,keralaelections2021,28-04-2021 07:09,https://twitter.com/#!/rkmarar9/status/1387302851907518464,,,1387302851907518464,,0,0.000,0,0.000,0,0.000,20,100.000,20
toastingtoaster,tinucherian,,,,,,,,,,231,,,Mentions,28-04-2021 07:19,RT @tinucherian: This is what I think will be outcome of #keralaelections2021 BJP to get 2- (max) 5 seats. Congress led UDF and Left led LD…,,,keralaelections2021,28-04-2021 07:19,https://twitter.com/#!/toastingtoaster/status/1387305362391388163,,,1387305362391388163,,2,7.692,0,0.000,0,0.000,24,92.308,26
thechacko,pendown,,,,,,,,,,232,,,Mentions,28-04-2021 07:19,"RT @pendown: Ok, here it goes. My prediction of Kerala elections: UDF - 75, LDF - 62, BJP - 2, T20 - 1. #keralaelections2021",,,keralaelections2021,28-04-2021 07:19,https://twitter.com/#!/thechacko/status/1387305511742279681,,,1387305511742279681,,0,0.000,0,0.000,0,0.000,20,100.000,20
anu_rg_,pendown,,,,,,,,,,233,,,Mentions,28-04-2021 07:20,"RT @pendown: Ok, here it goes. My prediction of Kerala elections: UDF - 75, LDF - 62, BJP - 2, T20 - 1. #keralaelections2021",,,keralaelections2021,28-04-2021 07:20,https://twitter.com/#!/anu_rg_/status/1387305827430670340,,,1387305827430670340,,0,0.000,0,0.000,0,0.000,20,100.000,20
inquisitivebaba,pendown,,,,,,,,,,234,,,Mentions,28-04-2021 07:26,"RT @pendown: Ok, here it goes. My prediction of Kerala elections: UDF - 75, LDF - 62, BJP - 2, T20 - 1. #keralaelections2021",,,keralaelections2021,28-04-2021 07:26,https://twitter.com/#!/inquisitivebaba/status/1387307299832692741,,,1387307299832692741,,0,0.000,0,0.000,0,0.000,20,100.000,20
sarryhere,pendown,,,,,,,,,,235,,,Mentions,28-04-2021 07:27,"RT @pendown: Ok, here it goes. My prediction of Kerala elections: UDF - 75, LDF - 62, BJP - 2, T20 - 1. #keralaelections2021",,,keralaelections2021,28-04-2021 07:27,https://twitter.com/#!/sarryhere/status/1387307385027399682,,,1387307385027399682,,0,0.000,0,0.000,0,0.000,20,100.000,20
pavallion1,pendown,,,,,,,,,,236,,,Mentions,28-04-2021 07:36,"RT @pendown: Ok, here it goes. My prediction of Kerala elections: UDF - 75, LDF - 62, BJP - 2, T20 - 1. #keralaelections2021",,,keralaelections2021,28-04-2021 07:36,https://twitter.com/#!/pavallion1/status/1387309725121871873,,,1387309725121871873,,0,0.000,0,0.000,0,0.000,20,100.000,20
pavallion1,tinucherian,,,,,,,,,,237,,,Mentions,28-04-2021 07:49,RT @tinucherian: Talked to many ppl on ground.. many feel that it is UDF over LDF. Congress led UDF reportedly made good momentum in last 2…,,,,28-04-2021 07:49,https://twitter.com/#!/pavallion1/status/1387313077872250887,,,1387313077872250887,,2,7.692,0,0.000,0,0.000,24,92.308,26
iam_hari_,pendown,,,,,,,,,,238,,,Mentions,28-04-2021 07:52,"RT @pendown: If Kerala elections were held now, LDF would have swept to power with 100 plus seats. Both UDF and BJP are lucky in that way!…",,,,28-04-2021 07:52,https://twitter.com/#!/iam_hari_/status/1387313760591695876,,,1387313760591695876,,1,3.704,0,0.000,0,0.000,26,96.296,27
prabhasakshi,prabhasakshi,,,,,,,,,,239,,,Tweet,28-04-2021 08:04,"केरल विधानसभा चुनाव 2021 

चुनाव से जुड़ी हर प्रकार की जानकारी के लिए नीचे दिए लिंक पर क्लिक करें:… https://t.co/XkDxFkUlfc",https://twitter.com/i/web/status/1387316838330105858,twitter.com,,28-04-2021 08:04,https://twitter.com/#!/prabhasakshi/status/1387316838330105858,,,1387316838330105858,,0,0.000,0,0.000,0,0.000,37,100.000,37
crrejith1,crrejith1,,,,,,,,,,240,,,Tweet,28-04-2021 08:09,"മനോരമ ന്യൂസ്‌ -VMR എക്സിറ്റ് പോൾ നാളെ.
#keralaelections2021
#exitpoll #manoramanews https://t.co/cwarZpLtjx",,,keralaelections2021 exitpoll manoramanews,28-04-2021 08:09,https://twitter.com/#!/crrejith1/status/1387317947266306048,,,1387317947266306048,,0,0.000,0,0.000,0,0.000,17,100.000,17
shinutikekar,pendown,,,,,,,,,,241,,,Mentions,28-04-2021 08:15,"RT @pendown: Ok, here it goes. My prediction of Kerala elections: UDF - 75, LDF - 62, BJP - 2, T20 - 1. #keralaelections2021",,,keralaelections2021,28-04-2021 08:15,https://twitter.com/#!/shinutikekar/status/1387319544553762816,,,1387319544553762816,,0,0.000,0,0.000,0,0.000,20,100.000,20
