v1,v2,Color,Width,Style,Opacity,Visibility,Label,Label Text Color,Label Font Size,Reciprocated?,id,Dynamic Filter,Add Your Own Columns Here,Relationship,Relationship Date (UTC),tweet,URLs in Tweet,Domains in Tweet,hashtags,tweet_date,Twitter Page for Tweet,Latitude,Longitude,Imported ID,In-Reply-To Tweet ID,pos_count,pos_per,neg_count,neg_per,Sentiment List #3: (Add your own word list) Word Count,Sentiment List #3: (Add your own word list) Word Percentage (%),noncat_count,noncat_per,edgecontent_count
vikas1689,iam_chintamani,,,,,,,,,,3,,,Mentions,22-04-2021 09:11,RT @Iam_Chintamani: #KeralaElections2021 Final numbers. LDF was sailing comfortably till IUML edged up in the closing stages. So it's close…,,,keralaelections2021,22-04-2021 09:11,https://twitter.com/#!/vikas1689/status/1385159219213574146,,,1385159219213574146,,1,5.000,0,0.000,0,0.000,19,95.000,20
gaumisc,gaumisc,,,,,,,,,,4,,,Tweet,22-04-2021 10:38,We had a complete one year to prepare us against fight for #COVID19. But our leaders who could have prepared were b… https://t.co/7GXwI5s9RB,https://twitter.com/i/web/status/1385181244586020874,twitter.com,covid19,22-04-2021 10:38,https://twitter.com/#!/gaumisc/status/1385181244586020874,,,1385181244586020874,,0,0.000,0,0.000,0,0.000,22,100.000,22
ashwinimaury1,ashokshrivasta6,,,,,,,,,,5,,,Replies to,22-04-2021 09:07,"@AshokShrivasta6 उपदेश देना अच्छी बात है,भैया।
लेकिन #ElectionCommission #WestBengalPolls #TamilNaduElections2021… https://t.co/jiDfn1raSm",https://twitter.com/i/web/status/1385158224672825345,twitter.com,electioncommission westbengalpolls tamilnaduelections2021,22-04-2021 09:07,https://twitter.com/#!/ashwinimaury1/status/1385158224672825345,,,1385158224672825345,1385121737860288512,0,0.000,0,0.000,0,0.000,18,100.000,18
javved_khann,ashokshrivasta6,,,,,,,,,,6,,,Mentions,22-04-2021 10:41,"RT @AshwiniMaury1: @AshokShrivasta6 उपदेश देना अच्छी बात है,भैया।
लेकिन #ElectionCommission #WestBengalPolls #TamilNaduElections2021 #keral…",,,electioncommission westbengalpolls tamilnaduelections2021,22-04-2021 10:41,https://twitter.com/#!/javved_khann/status/1385182073586024450,,,1385182073586024450,,,,,,,,,,
javved_khann,ashwinimaury1,,,,,,,,,,7,,,Mentions,22-04-2021 10:41,"RT @AshwiniMaury1: @AshokShrivasta6 उपदेश देना अच्छी बात है,भैया।
लेकिन #ElectionCommission #WestBengalPolls #TamilNaduElections2021 #keral…",,,electioncommission westbengalpolls tamilnaduelections2021,22-04-2021 10:41,https://twitter.com/#!/javved_khann/status/1385182073586024450,,,1385182073586024450,,0,0.000,0,0.000,0,0.000,21,100.000,21
bhavadasnkm,iam_chintamani,,,,,,,,,,8,,,Mentions,22-04-2021 10:41,RT @Iam_Chintamani: #KeralaElections2021 Nothing provides an illustration of the state of Congress party than Kerala and Wayanad. It increa…,,,keralaelections2021,22-04-2021 10:41,https://twitter.com/#!/bhavadasnkm/status/1385182059103203328,,,1385182059103203328,,0,0.000,0,0.000,0,0.000,19,100.000,19
bhavadasnkm,iam_chintamani,,,,,,,,,,9,,,Mentions,22-04-2021 10:42,RT @Iam_Chintamani: #KeralaElections2021 Final numbers. LDF was sailing comfortably till IUML edged up in the closing stages. So it's close…,,,keralaelections2021,22-04-2021 10:42,https://twitter.com/#!/bhavadasnkm/status/1385182113591332871,,,1385182113591332871,,1,5.000,0,0.000,0,0.000,19,95.000,20
weirdaan,weirdaan,,,,,,,,,,10,,,Tweet,22-04-2021 12:19,"#NationFirst नहीं Elections First!

#COVIDEmergency2021 #OxygenShortage
#WestBengalElections… https://t.co/PC7s3nTl15",https://twitter.com/i/web/status/1385206628048310280,twitter.com,nationfirst covidemergency2021 oxygenshortage westbengalelections,22-04-2021 12:19,https://twitter.com/#!/weirdaan/status/1385206628048310280,,,1385206628048310280,,0,0.000,0,0.000,0,0.000,7,100.000,7
news18kerala,news18kerala,,,,,,,,,,11,,,Tweet,22-04-2021 12:44,"കനത്ത മത്സരം നടന്ന തൃശൂരിൽ ജയസാധ്യത കുറവാണെന്നും പാർട്ടി വിലയിരുന്നു #keralaelections2021 
https://t.co/rZmerVXFzF",https://malayalam.news18.com/videos/kerala/cpi-evaluate-to-lose-seats-in-assembly-polls-ar-374463.html,news18.com,keralaelections2021,22-04-2021 12:44,https://twitter.com/#!/news18kerala/status/1385212820824854536,,,1385212820824854536,,0,0.000,0,0.000,0,0.000,27,100.000,27
jojivarghese,jojivarghese,,,,,,,,,,12,,,Tweet,22-04-2021 13:45,"ആഹ്ളാദിപ്പിൻ അർമാദിപ്പിൻ കേരളത്തിലും കോവിഡ് രോഗികളുടെ എണ്ണം കുത്തനെ കൂടുന്നു, തിരഞെടുപ്പിനു കുത്തിമറിഞ്ഞത് മറക്കു ഇ… https://t.co/RJr0zA8PVj",https://twitter.com/i/web/status/1385228251849576453,twitter.com,,22-04-2021 13:45,https://twitter.com/#!/jojivarghese/status/1385228251849576453,,,1385228251849576453,,0,0.000,0,0.000,0,0.000,46,100.000,46
suyash_speaks,snehamkoshy,,,,,,,,,,13,,,Mentions,22-04-2021 13:55,"RT @SnehaMKoshy: Voting over. I leave here a short glimpse of an interaction from earlier today, as an ode to our democracy. Meet Vijaykris…",,,,22-04-2021 13:55,https://twitter.com/#!/suyash_speaks/status/1385230689130274816,,,1385230689130274816,,0,0.000,0,0.000,0,0.000,24,100.000,24
sagi_occ,amitshah,,,,,,,,,,14,,,Mentions,22-04-2021 13:51,@AnchorAnandN @narendramodi This time even @HMOIndia @AmitShah @PMOIndia @narendramodi is also responsible in his p… https://t.co/UEVQ5wEC5Q,https://twitter.com/i/web/status/1385229844322013189,twitter.com,,22-04-2021 13:51,https://twitter.com/#!/sagi_occ/status/1385229844322013189,,,1385229844322013189,1385208563967037449,,,,,,,,,
shree1610das,amitshah,,,,,,,,,,15,,,Mentions,22-04-2021 14:04,RT @sagi_occ: @AnchorAnandN @narendramodi This time even @HMOIndia @AmitShah @PMOIndia @narendramodi is also responsible in his personal ca…,,,,22-04-2021 14:04,https://twitter.com/#!/shree1610das/status/1385233138171875334,,,1385233138171875334,,,,,,,,,,
sagi_occ,hmoindia,,,,,,,,,,16,,,Mentions,22-04-2021 13:51,@AnchorAnandN @narendramodi This time even @HMOIndia @AmitShah @PMOIndia @narendramodi is also responsible in his p… https://t.co/UEVQ5wEC5Q,https://twitter.com/i/web/status/1385229844322013189,twitter.com,,22-04-2021 13:51,https://twitter.com/#!/sagi_occ/status/1385229844322013189,,,1385229844322013189,1385208563967037449,,,,,,,,,
shree1610das,hmoindia,,,,,,,,,,17,,,Mentions,22-04-2021 14:04,RT @sagi_occ: @AnchorAnandN @narendramodi This time even @HMOIndia @AmitShah @PMOIndia @narendramodi is also responsible in his personal ca…,,,,22-04-2021 14:04,https://twitter.com/#!/shree1610das/status/1385233138171875334,,,1385233138171875334,,,,,,,,,,
sagi_occ,anchoranandn,,,,,,,,,,18,,,Replies to,22-04-2021 13:51,@AnchorAnandN @narendramodi This time even @HMOIndia @AmitShah @PMOIndia @narendramodi is also responsible in his p… https://t.co/UEVQ5wEC5Q,https://twitter.com/i/web/status/1385229844322013189,twitter.com,,22-04-2021 13:51,https://twitter.com/#!/sagi_occ/status/1385229844322013189,,,1385229844322013189,1385208563967037449,,,,,,,,,
shree1610das,anchoranandn,,,,,,,,,,19,,,Mentions,22-04-2021 14:04,RT @sagi_occ: @AnchorAnandN @narendramodi This time even @HMOIndia @AmitShah @PMOIndia @narendramodi is also responsible in his personal ca…,,,,22-04-2021 14:04,https://twitter.com/#!/shree1610das/status/1385233138171875334,,,1385233138171875334,,,,,,,,,,
sagi_occ,pmoindia,,,,,,,,,,20,,,Mentions,22-04-2021 13:51,@AnchorAnandN @narendramodi This time even @HMOIndia @AmitShah @PMOIndia @narendramodi is also responsible in his p… https://t.co/UEVQ5wEC5Q,https://twitter.com/i/web/status/1385229844322013189,twitter.com,,22-04-2021 13:51,https://twitter.com/#!/sagi_occ/status/1385229844322013189,,,1385229844322013189,1385208563967037449,,,,,,,,,
sagi_occ,narendramodi,,,,,,,,,,21,,,Mentions,22-04-2021 13:51,@AnchorAnandN @narendramodi This time even @HMOIndia @AmitShah @PMOIndia @narendramodi is also responsible in his p… https://t.co/UEVQ5wEC5Q,https://twitter.com/i/web/status/1385229844322013189,twitter.com,,22-04-2021 13:51,https://twitter.com/#!/sagi_occ/status/1385229844322013189,,,1385229844322013189,1385208563967037449,0,0.000,0,0.000,0,0.000,15,100.000,15
shree1610das,sagi_occ,,,,,,,,,,22,,,Mentions,22-04-2021 14:04,RT @sagi_occ: @AnchorAnandN @narendramodi This time even @HMOIndia @AmitShah @PMOIndia @narendramodi is also responsible in his personal ca…,,,,22-04-2021 14:04,https://twitter.com/#!/shree1610das/status/1385233138171875334,,,1385233138171875334,,,,,,,,,,
shree1610das,pmoindia,,,,,,,,,,23,,,Mentions,22-04-2021 14:04,RT @sagi_occ: @AnchorAnandN @narendramodi This time even @HMOIndia @AmitShah @PMOIndia @narendramodi is also responsible in his personal ca…,,,,22-04-2021 14:04,https://twitter.com/#!/shree1610das/status/1385233138171875334,,,1385233138171875334,,,,,,,,,,
shree1610das,narendramodi,,,,,,,,,,24,,,Mentions,22-04-2021 14:04,RT @sagi_occ: @AnchorAnandN @narendramodi This time even @HMOIndia @AmitShah @PMOIndia @narendramodi is also responsible in his personal ca…,,,,22-04-2021 14:04,https://twitter.com/#!/shree1610das/status/1385233138171875334,,,1385233138171875334,,0,0.000,0,0.000,0,0.000,18,100.000,18
dempus,theaidem1,,,,,,,,,,25,,,Mentions,22-04-2021 15:27,RT @theaidem1: The AIDEM: Alternate media platform that reverses the media swing over to you. Follow us on YouTube &amp; other platforms for mo…,,,,22-04-2021 15:27,https://twitter.com/#!/dempus/status/1385253909506117632,,,1385253909506117632,,0,0.000,0,0.000,0,0.000,24,100.000,24
binodinihaldar,shaminaaaa,,,,,,,,,,26,,,Mentions,23-04-2021 00:32,"RT @KeralaPMC: .@shaminaaaa AIMC General Secretary, Ms. Asha Sanal, Vice President and Ms. Sudha Kurien, KPMC Vice President, with the form…",,,,23-04-2021 00:32,https://twitter.com/#!/binodinihaldar/status/1385391145845284865,,,1385391145845284865,,,,,,,,,,
binodinihaldar,keralapmc,,,,,,,,,,27,,,Mentions,23-04-2021 00:32,"RT @KeralaPMC: .@shaminaaaa AIMC General Secretary, Ms. Asha Sanal, Vice President and Ms. Sudha Kurien, KPMC Vice President, with the form…",,,,23-04-2021 00:32,https://twitter.com/#!/binodinihaldar/status/1385391145845284865,,,1385391145845284865,,0,0.000,2,9.524,0,0.000,19,90.476,21
gulzara45814232,priyankagandhi,,,,,,,,,,28,,,Mentions,23-04-2021 05:16,"RT @IncNaushad: #KeralaElections 
#KeralaElections2021 
#KeralaAssemblyElections2021
#KeralaWithCongress 
Magic of @priyankagandhi at #Kaya…",,,keralaelections keralaelections2021 keralaassemblyelections2021 keralawithcongress,23-04-2021 05:16,https://twitter.com/#!/gulzara45814232/status/1385462605603430400,,,1385462605603430400,,,,,,,,,,
gulzara45814232,incnaushad,,,,,,,,,,29,,,Mentions,23-04-2021 05:16,"RT @IncNaushad: #KeralaElections 
#KeralaElections2021 
#KeralaAssemblyElections2021
#KeralaWithCongress 
Magic of @priyankagandhi at #Kaya…",,,keralaelections keralaelections2021 keralaassemblyelections2021 keralawithcongress,23-04-2021 05:16,https://twitter.com/#!/gulzara45814232/status/1385462605603430400,,,1385462605603430400,,1,9.091,0,0.000,0,0.000,10,90.909,11
theaidem1,theaidem1,,,,,,,,,,30,,,Tweet,22-04-2021 14:38,The AIDEM: Alternate media platform that reverses the media swing over to you. Follow us on YouTube &amp; other platfor… https://t.co/SYoGoIEGrI,https://twitter.com/i/web/status/1385241613689970689,twitter.com,,22-04-2021 14:38,https://twitter.com/#!/theaidem1/status/1385241613689970689,,,1385241613689970689,,0,0.000,0,0.000,0,0.000,20,100.000,20
theaidem1,theaidem1,,,,,,,,,,31,,,Tweet,24-04-2021 05:30,"TheAIDEM
Alternate media platform that reverses the media swing over to you. Follow us on YouTube &amp; other platforms… https://t.co/QLfwQeDuAO",https://twitter.com/i/web/status/1385828347733700609,twitter.com,,24-04-2021 05:30,https://twitter.com/#!/theaidem1/status/1385828347733700609,,,1385828347733700609,,0,0.000,0,0.000,0,0.000,19,100.000,19
prabhanjantwets,prabhanjantwets,,,,,,,,,,32,,,Tweet,24-04-2021 09:01,"https://t.co/qU0Eme2Afh
#BengalElection2021 #assamassemblyelection2021 #TamilNaduElections2021 #keralaelections2021… https://t.co/olTem1xjAU",https://www.youtube.com/watch?v=IU8tep-NV-4&feature=youtu.be https://twitter.com/i/web/status/1385881619521630214,youtube.com twitter.com,bengalelection2021 assamassemblyelection2021 tamilnaduelections2021 keralaelections2021,24-04-2021 09:01,https://twitter.com/#!/prabhanjantwets/status/1385881619521630214,,,1385881619521630214,,0,0.000,0,0.000,0,0.000,4,100.000,4
the_news_21,incindia,,,,,,,,,,33,,,Mentions,24-04-2021 09:12,"#Kerala : Loser will find it hard to hold on in post-poll context
#keralaelections2021 @vijayanpinarayi @INCIndia… https://t.co/e6KgIc2sM7",https://twitter.com/i/web/status/1385884227766407168,twitter.com,kerala keralaelections2021,24-04-2021 09:12,https://twitter.com/#!/the_news_21/status/1385884227766407168,,,1385884227766407168,,,,,,,,,,
the_news_21,vijayanpinarayi,,,,,,,,,,34,,,Mentions,24-04-2021 09:12,"#Kerala : Loser will find it hard to hold on in post-poll context
#keralaelections2021 @vijayanpinarayi @INCIndia… https://t.co/e6KgIc2sM7",https://twitter.com/i/web/status/1385884227766407168,twitter.com,kerala keralaelections2021,24-04-2021 09:12,https://twitter.com/#!/the_news_21/status/1385884227766407168,,,1385884227766407168,,0,0.000,2,12.500,0,0.000,14,87.500,16
drnikhil_p_b,satishacharya,,,,,,,,,,35,,,Mentions,24-04-2021 14:56,"RT @satishacharya: Ticket, anyone? #westbengalelections2021 #KeralaElections2021 https://t.co/PAZaNXJ8yA",,,westbengalelections2021 keralaelections2021,24-04-2021 14:56,https://twitter.com/#!/drnikhil_p_b/status/1385970890047836160,,,1385970890047836160,,0,0.000,0,0.000,0,0.000,6,100.000,6
thalaivahari22,kollamnanbans,,,,,,,,,,36,,,Mentions,24-04-2021 17:32,"RT @disasterloop: #KeralaElections2021 

Inspired by our #Master Thalapathy

#TamilNaduElections2021 

@KollamNanbans https://t.co/dscOgOX5…",,,keralaelections2021 master tamilnaduelections2021,24-04-2021 17:32,https://twitter.com/#!/thalaivahari22/status/1386010128478990339,,,1386010128478990339,,,,,,,,,,
thalaivahari22,disasterloop,,,,,,,,,,37,,,Mentions,24-04-2021 17:32,"RT @disasterloop: #KeralaElections2021 

Inspired by our #Master Thalapathy

#TamilNaduElections2021 

@KollamNanbans https://t.co/dscOgOX5…",,,keralaelections2021 master tamilnaduelections2021,24-04-2021 17:32,https://twitter.com/#!/thalaivahari22/status/1386010128478990339,,,1386010128478990339,,1,10.000,0,0.000,0,0.000,9,90.000,10
deepakcraft,deepakcraft,,,,,,,,,,38,,,Tweet,25-04-2021 02:06,https://t.co/mZ3iFlsNgJ #amish #FullyVaccinated #lockdown #Mumbai #MumbaiPolice #Pune #Assam #keralaelections2021… https://t.co/5mcF11IBVV,https://www.youtube.com/watch?v=9G7xVYbKMAU https://twitter.com/i/web/status/1386139632442613764,youtube.com twitter.com,amish fullyvaccinated lockdown mumbai mumbaipolice pune assam keralaelections2021,25-04-2021 02:06,https://twitter.com/#!/deepakcraft/status/1386139632442613764,,,1386139632442613764,,0,0.000,0,0.000,0,0.000,8,100.000,8
mjamval,ani,,,,,,,,,,39,,,Mentions,25-04-2021 04:32,"RT @ANI: The core issue in this election is the misgovernance of the LDF. So, there is no question of the UDF ever tying up with the LDF. W…",,,,25-04-2021 04:32,https://twitter.com/#!/mjamval/status/1386176227510153217,,,1386176227510153217,,0,0.000,1,3.448,0,0.000,28,96.552,29
mjamval,ani,,,,,,,,,,40,,,Mentions,25-04-2021 04:56,RT @ANI: I’ve campaigned in 56 constituencies. What I have seen on the ground has convinced me that the momentum is with the UDF. We are as…,,,,25-04-2021 04:56,https://twitter.com/#!/mjamval/status/1386182298429648899,,,1386182298429648899,,0,0.000,0,0.000,0,0.000,28,100.000,28
drarathikrisha,drarathikrisha,,,,,,,,,,41,,,Tweet,25-04-2021 05:03,"Took part in ""Kutumba Sanghamam"" program organised for families at booth level in Ernakulam constituency with Mr. I… https://t.co/ywPTNNPmsG",https://twitter.com/i/web/status/1386184121446113281,twitter.com,,25-04-2021 05:03,https://twitter.com/#!/drarathikrisha/status/1386184121446113281,,,1386184121446113281,,0,0.000,0,0.000,0,0.000,18,100.000,18
nandu__99,shailajateacher,,,,,,,,,,42,,,Mentions,25-04-2021 07:23,@vijayanpinarayi @CMOKerala @shailajateacher Please enforce a complete lockdown on May 2 as there is a huge concern… https://t.co/843pocDRkA,https://twitter.com/i/web/status/1386219307617554437,twitter.com,,25-04-2021 07:23,https://twitter.com/#!/nandu__99/status/1386219307617554437,,,1386219307617554437,,,,,,,,,,
nandu__99,cmokerala,,,,,,,,,,43,,,Mentions,25-04-2021 07:23,@vijayanpinarayi @CMOKerala @shailajateacher Please enforce a complete lockdown on May 2 as there is a huge concern… https://t.co/843pocDRkA,https://twitter.com/i/web/status/1386219307617554437,twitter.com,,25-04-2021 07:23,https://twitter.com/#!/nandu__99/status/1386219307617554437,,,1386219307617554437,,0,0.000,1,5.882,0,0.000,16,94.118,17
nandu__99,vijayanpinarayi,,,,,,,,,,44,,,Replies to,25-04-2021 07:23,@vijayanpinarayi @CMOKerala @shailajateacher Please enforce a complete lockdown on May 2 as there is a huge concern… https://t.co/843pocDRkA,https://twitter.com/i/web/status/1386219307617554437,twitter.com,,25-04-2021 07:23,https://twitter.com/#!/nandu__99/status/1386219307617554437,,,1386219307617554437,,,,,,,,,,
bharatfuture,mohfw_india,,,,,,,,,,45,,,Mentions,25-04-2021 10:58,@BJP4India @narendramodi @drharshvardhan @MoHFW_INDIA Introducing politically relevant news on BolSubol powered by… https://t.co/1G8ZKhs8qV,https://twitter.com/i/web/status/1386273357566386178,twitter.com,,25-04-2021 10:58,https://twitter.com/#!/bharatfuture/status/1386273357566386178,,,1386273357566386178,1386272901280669696,,,,,,,,,
bharatfuture,drharshvardhan,,,,,,,,,,46,,,Mentions,25-04-2021 10:58,@BJP4India @narendramodi @drharshvardhan @MoHFW_INDIA Introducing politically relevant news on BolSubol powered by… https://t.co/1G8ZKhs8qV,https://twitter.com/i/web/status/1386273357566386178,twitter.com,,25-04-2021 10:58,https://twitter.com/#!/bharatfuture/status/1386273357566386178,,,1386273357566386178,1386272901280669696,,,,,,,,,
bharatfuture,rgwayanadoffice,,,,,,,,,,47,,,Mentions,25-04-2021 10:59,"@RahulGandhi @RGWayanadOffice Introducing politically relevant news on BolSubol powered by NewsBrainAI
Playstore… https://t.co/nqvqgiEkPa",https://twitter.com/i/web/status/1386273622029856771,twitter.com,,25-04-2021 10:59,https://twitter.com/#!/bharatfuture/status/1386273622029856771,,,1386273622029856771,1386266698496593923,,,,,,,,,
bharatfuture,sonaliranade,,,,,,,,,,48,,,Replies to,25-04-2021 11:13,"@sonaliranade Introducing politically relevant news on BolSubol powered by NewsBrainAI
Playstore… https://t.co/ZoGEUdrNKP",https://twitter.com/i/web/status/1386277272852697090,twitter.com,,25-04-2021 11:13,https://twitter.com/#!/bharatfuture/status/1386277272852697090,,,1386277272852697090,1386276729044430849,0,0.000,0,0.000,0,0.000,11,100.000,11
bharatfuture,rofl_gujarati,,,,,,,,,,49,,,Mentions,25-04-2021 11:15,"@jigneshmevani80 @Rofl_Gujarati Introducing politically relevant news on BolSubol powered by NewsBrainAI
Playstore… https://t.co/YW64UeZVMV",https://twitter.com/i/web/status/1386277662524542976,twitter.com,,25-04-2021 11:15,https://twitter.com/#!/bharatfuture/status/1386277662524542976,,,1386277662524542976,1386212818366570499,,,,,,,,,
bharatfuture,jigneshmevani80,,,,,,,,,,50,,,Replies to,25-04-2021 11:15,"@jigneshmevani80 @Rofl_Gujarati Introducing politically relevant news on BolSubol powered by NewsBrainAI
Playstore… https://t.co/YW64UeZVMV",https://twitter.com/i/web/status/1386277662524542976,twitter.com,,25-04-2021 11:15,https://twitter.com/#!/bharatfuture/status/1386277662524542976,,,1386277662524542976,1386212818366570499,0,0.000,0,0.000,0,0.000,12,100.000,12
bharatfuture,bharatfuture,,,,,,,,,,51,,,Tweet,25-04-2021 10:56,"Introducing politically relevant news on BolSubol powered by NewsBrainAI
Playstore
https://t.co/axW3taUw6u
AppStore… https://t.co/Hhotqvq7zU",https://play.google.com/store/apps/details?id=com.election.BolSuBol https://twitter.com/i/web/status/1386272931001507840,google.com twitter.com,,25-04-2021 10:56,https://twitter.com/#!/bharatfuture/status/1386272931001507840,,,1386272931001507840,,0,0.000,0,0.000,0,0.000,11,100.000,11
bharatfuture,narendramodi,,,,,,,,,,52,,,Mentions,25-04-2021 10:58,@BJP4India @narendramodi @drharshvardhan @MoHFW_INDIA Introducing politically relevant news on BolSubol powered by… https://t.co/1G8ZKhs8qV,https://twitter.com/i/web/status/1386273357566386178,twitter.com,,25-04-2021 10:58,https://twitter.com/#!/bharatfuture/status/1386273357566386178,,,1386273357566386178,1386272901280669696,,,,,,,,,
bharatfuture,bjp4india,,,,,,,,,,53,,,Replies to,25-04-2021 10:58,@BJP4India @narendramodi @drharshvardhan @MoHFW_INDIA Introducing politically relevant news on BolSubol powered by… https://t.co/1G8ZKhs8qV,https://twitter.com/i/web/status/1386273357566386178,twitter.com,,25-04-2021 10:58,https://twitter.com/#!/bharatfuture/status/1386273357566386178,,,1386273357566386178,1386272901280669696,0,0.000,0,0.000,0,0.000,12,100.000,12
bharatfuture,rahulgandhi,,,,,,,,,,54,,,Replies to,25-04-2021 10:59,"@RahulGandhi @RGWayanadOffice Introducing politically relevant news on BolSubol powered by NewsBrainAI
Playstore… https://t.co/nqvqgiEkPa",https://twitter.com/i/web/status/1386273622029856771,twitter.com,,25-04-2021 10:59,https://twitter.com/#!/bharatfuture/status/1386273622029856771,,,1386273622029856771,1386266698496593923,0,0.000,0,0.000,0,0.000,12,100.000,12
kamath_nandini,im_shenoi,,,,,,,,,,55,,,Mentions,25-04-2021 12:39,"RT @im_shenoi: However it's clear that BJP-NDA election campaigns really made Both LDF and UDF worry

Its also clear that NDA is expected o…",,,,25-04-2021 12:39,https://twitter.com/#!/kamath_nandini/status/1386298924483244032,,,1386298924483244032,,2,8.000,1,4.000,0,0.000,22,88.000,25
im_shenoi,im_shenoi,,,,,,,,,,56,,,Tweet,25-04-2021 08:21,"However it's clear that BJP-NDA election campaigns really made Both LDF and UDF worry

Its also clear that NDA is e… https://t.co/TskQMEn22K",https://twitter.com/i/web/status/1386233811063644172,twitter.com,,25-04-2021 08:21,https://twitter.com/#!/im_shenoi/status/1386233811063644172,,,1386233811063644172,1386233808551256064,2,9.091,1,4.545,0,0.000,19,86.364,22
vivekcochin,im_shenoi,,,,,,,,,,57,,,Mentions,25-04-2021 12:51,"RT @im_shenoi: However it's clear that BJP-NDA election campaigns really made Both LDF and UDF worry

Its also clear that NDA is expected o…",,,,25-04-2021 12:51,https://twitter.com/#!/vivekcochin/status/1386301936295579657,,,1386301936295579657,,2,8.000,1,4.000,0,0.000,22,88.000,25
wrr2wd9cdk1tpo1,abdulmajeedsdpi,,,,,,,,,,58,,,Mentions,25-04-2021 17:14,"RT @AbdulMajeedSDPI: #NoCompromiseWithRSS
#KeralaElections2021
Student's power with Dr.Tasleem Rahmani, SDPI candidate for MALAPPURAM LOKSA…",,,nocompromisewithrss keralaelections2021,25-04-2021 17:14,https://twitter.com/#!/wrr2wd9cdk1tpo1/status/1386367908347977734,,,1386367908347977734,,0,0.000,0,0.000,0,0.000,15,100.000,15
soniadarsh03,soniadarsh03,,,,,,,,,,59,,,Tweet,26-04-2021 02:47,#SaudiArabia Jai_Shree_Ram 🙏 #COVID19 #indianeedoxygen #Oscars #Covid_19 #Modi #JaiShreeRam #Delhi… https://t.co/ZQXSpYVXLA,https://twitter.com/i/web/status/1386512345036296192,twitter.com,saudiarabia covid19 indianeedoxygen oscars covid_19 modi jaishreeram delhi,26-04-2021 02:47,https://twitter.com/#!/soniadarsh03/status/1386512345036296192,,,1386512345036296192,,0,0.000,0,0.000,0,0.000,9,100.000,9
thedepthnews,thedepthnews,,,,,,,,,,60,,,Tweet,26-04-2021 05:54,"कोरोना पॉजिटिव हुआ परिवार, अस्पताल में हुई शादी, दुल्हन ने पहनी PPE किट
#news #CoronaPandemic  #weddingday… https://t.co/C9PvY9q3lT",https://twitter.com/i/web/status/1386559206199681025,twitter.com,news coronapandemic weddingday,26-04-2021 05:54,https://twitter.com/#!/thedepthnews/status/1386559206199681025,,,1386559206199681025,,0,0.000,0,0.000,0,0.000,31,100.000,31
fairtempest,fairtempest,,,,,,,,,,61,,,Tweet,26-04-2021 06:43,"6 more days to go😍😍
#keralaelections2021 https://t.co/IKCmzmdpdr",,,keralaelections2021,26-04-2021 06:43,https://twitter.com/#!/fairtempest/status/1386571678562492423,,,1386571678562492423,,0,0.000,0,0.000,0,0.000,6,100.000,6
mpkibeti,mpkibeti,,,,,,,,,,62,,,Tweet,26-04-2021 06:44,"The election result #covid19wins #coroaisthewinner 
#GetWellSoonPM  #ModiSarkarHiSystemHai #ModiHaiTohMumkinHai… https://t.co/5kthoWaT1z",https://twitter.com/i/web/status/1386571958171496449,twitter.com,covid19wins coroaisthewinner getwellsoonpm modisarkarhisystemhai modihaitohmumkinhai,26-04-2021 06:44,https://twitter.com/#!/mpkibeti/status/1386571958171496449,,,1386571958171496449,,0,0.000,0,0.000,0,0.000,8,100.000,8
jpboxess23,xpresskerala,,,,,,,,,,63,,,Mentions,26-04-2021 06:54,"RT @xpresskerala: Amid COVID surge in Kerala, EC announces strict COVID regulations for vote counting on May 2. #keralaelections2021  #COVI…",,,keralaelections2021,26-04-2021 06:54,https://twitter.com/#!/jpboxess23/status/1386574467300683777,,,1386574467300683777,,0,0.000,1,5.000,0,0.000,19,95.000,20
ebtweeps_,abgeorge_2255,,,,,,,,,,64,,,Mentions,26-04-2021 08:29,"RT @AbGeorge_2255: No complete lockdown in #Kerala...
#keralaelections2021 result day celebrations will be cancelled...",,,kerala keralaelections2021,26-04-2021 08:29,https://twitter.com/#!/ebtweeps_/status/1386598352884670465,,,1386598352884670465,,0,0.000,0,0.000,0,0.000,14,100.000,14
yadhukr58724546,abgeorge_2255,,,,,,,,,,65,,,Mentions,26-04-2021 08:30,"RT @AbGeorge_2255: No complete lockdown in #Kerala...
#keralaelections2021 result day celebrations will be cancelled...",,,kerala keralaelections2021,26-04-2021 08:30,https://twitter.com/#!/yadhukr58724546/status/1386598449831768064,,,1386598449831768064,,0,0.000,0,0.000,0,0.000,14,100.000,14
brahma_bull_,abgeorge_2255,,,,,,,,,,66,,,Mentions,26-04-2021 08:31,"RT @AbGeorge_2255: No complete lockdown in #Kerala...
#keralaelections2021 result day celebrations will be cancelled...",,,kerala keralaelections2021,26-04-2021 08:31,https://twitter.com/#!/brahma_bull_/status/1386598707634737156,,,1386598707634737156,,0,0.000,0,0.000,0,0.000,14,100.000,14
nabinnvfc,abgeorge_2255,,,,,,,,,,67,,,Mentions,26-04-2021 08:31,"RT @AbGeorge_2255: No complete lockdown in #Kerala...
#keralaelections2021 result day celebrations will be cancelled...",,,kerala keralaelections2021,26-04-2021 08:31,https://twitter.com/#!/nabinnvfc/status/1386598843232309250,,,1386598843232309250,,0,0.000,0,0.000,0,0.000,14,100.000,14
